,candidate_id,candidate_name,candidate,party,state,district,incumbent_challenge,committee_id,committee_name,total,advertise,poll,research,fundraise,pay,materials,consulting,event,mail,travel,smedia,radio,television,website,newspaper
717,H8MS03133,DOTY,Doty,REP,MS,3,O,C00666354,DOTY FOR CONGRESS,106415.89,30886.75,NA,NA,NA,19367,NA,1050,2700,NA,502.02,NA,2000,NA,NA,NA
718,H8MS03141,HUGHES,Hughes,REP,MS,3,O,C00667253,WHIT HUGHES FOR CONGRESS,557555.24,1149,NA,20500,NA,NA,897.47,106520.87,4336.98,3509.45,278.47,NA,250,NA,NA,NA
719,H8MS03158,DUNN,Dunn,REP,MS,3,O,C00668129,MORGAN DUNN FOR CONGRESS,122988.84,250,NA,NA,4710.9,NA,NA,11710.9,500,NA,NA,NA,NA,NA,NA,250
720,H8MS03174,AYCOX,Aycox,DEM,MS,3,O,C00673228,MICHAEL AYCOX FOR CONGRESS,10146.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,H8MS03182,PARKER,Parker,REP,MS,3,O,C00670604,PERRY PARKER FOR CONGRESS,240900.68,200213.35,NA,NA,4235.45,3500,12292.2,74490.43,894.73,NA,13903.41,NA,89877.36,97257.36,NA,NA
722,H8MS04438,ANDERSON,Anderson,DEM,MS,4,C,C00653659,JERAMEY ANDERSON FOR CONGRESS,136476.91,9014.64,3500,NA,1150,NA,2352.79,50527.67,30636.38,NA,18846.11,NA,780,NA,244.77,NA
723,H8MS04453,ROSE,Rose,REP,MS,4,C,C00658278,ROSE FOR CONGRESS LLC,12061.54,NA,NA,NA,NA,600,NA,600,NA,NA,NA,NA,NA,NA,174,NA
724,H8MT00101,HEENAN,Heenan,DEM,MT,0,C,C00652495,HEENAN FOR CONGRESS,1347684.76,16821.48,32206.2,6270.71,11741.05,235461.37,NA,109447.25,900,16065.24,NA,NA,676,NA,4400,NA
725,H8MT00119,KIER,Kier,DEM,MT,0,C,C00655225,KIER FOR CONGRESS,940982.2,1178.9,56334.3,2700,66269.89,205691.67,NA,76043.06,3850,1301.32,NA,NA,NA,NA,580,NA
726,H8MT00127,WOODS,Woods,DEM,MT,0,C,C00657890,TOM WOODS FOR MONTANA,24908.76,NA,NA,NA,5000,NA,NA,13600,NA,NA,NA,NA,NA,NA,NA,NA
727,H8MT01174,MCCARTHY,Mccarthy,DEM,MT,0,C,C00631929,KELLY MCCARTHY FOR MONTANA,14953.58,NA,NA,NA,NA,NA,NA,1000,NA,4910.22,8380.75,NA,NA,NA,NA,NA
728,H8MT01182,GIANFORTE,Gianforte,REP,MT,0,I,C00631945,GREG FOR MONTANA,9931690.42,10740464.08,68800,246925,395994.03,181717.07,NA,455336.83,146833.91,476007.05,20160.71,57397.23,2048976.12,5149186.22,NA,13140
729,H8MT01224,MOSS,Moss,DEM,MT,0,C,C00659292,FRIENDS OF LYNDA MOSS,110485.9,NA,NA,NA,NA,24234.58,NA,20000,500,NA,3434.79,NA,NA,NA,2000,NA
730,H8MT01232,WILLIAMS,Williams,DEM,MT,0,C,C00659177,WILLIAMS FOR MONTANA,4132610.45,933.52,41000,75550,15947.73,240674.22,NA,104752.12,12774.1,33029.09,8265.73,NA,NA,NA,11964.5,NA
731,H8MT01240,PETTINATO,Pettinato,DEM,MT,0,C,C00659284,MONTANANS FOR JARED,123017.63,5642.09,NA,2514.5,NA,13772.68,NA,2514.5,NA,162.81,2084.98,NA,NA,NA,NA,NA
732,H8NC01104,ALLISON,Allison,REP,NC,1,C,C00670828,ROGER ALLISON FOR CONGRESS,41902.86,274.4,NA,NA,14381.73,NA,NA,NA,788.63,NA,2000,NA,274.4,NA,NA,NA
733,H8NC02086,SEARCY,Searcy,DEM,NC,2,C,C00649749,SEARCY FOR CONGRESS,822541.02,875.8,23800,NA,12000,171389.4,NA,31461.27,218.38,5261.5,NA,NA,NA,NA,20000,NA
734,H8NC02094,ROMLEY,Romley,DEM,NC,2,C,C00655910,KEN ROMLEY FOR CONGRESS,1096051.21,175000,NA,10890,37750,131237.01,NA,273865.11,14847.67,5077.02,8096.01,NA,NA,175000,2167.5,NA
735,H8NC02102,CHESSER,Chesser,REP,NC,2,C,C00656231,ALLEN CHESSER FOR CONGRESS,13004.65,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,H8NC02110,COLEMAN,Coleman,DEM,NC,2,C,C00658286,LINDA COLEMAN FOR CONGRESS,1657939.82,878027.7,NA,27500,5315,150423.87,NA,37411.18,1690.81,318855.13,8054.23,NA,12198.85,865150,878.66,NA
737,H8NC03068,LAW,Law,REP,NC,3,O,C00641563,LAW FOR CONGRESS,91097.12,128144.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31403,8338.5,29,NA
738,H8NC03076,DACEY,Dacey,REP,NC,3,C,C00649608,THE SCOTT DACEY COMMITTEE,460401.66,250,NA,7500,19292.67,NA,NA,63848.26,NA,NA,NA,NA,NA,NA,NA,NA
739,H8NC04082,BRIAN,Brian,REP,NC,4,C,C00651802,DEPLORABLES FOR LEE A BRIAN,98.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,H8NC04108,WATKINS,Watkins,DEM,NC,4,C,C00654103,RICHARD L WATKINS FOR CONGRESS,4637.57,1587.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,H8NC05063,ADAMS,Adams,DEM,NC,5,C,C00637785,D.D. ADAMS FOR CONGRESS,355428.68,14406,4750,NA,8854.18,63100,8443.17,55565.56,8092.75,13772.48,2305.99,NA,750,12586,3864.94,NA
742,H8NC06079,WATTS,Watts,DEM,NC,6,C,C00649194,WATTS FOR CONGRESS,314084.54,3960.68,NA,600,43745,NA,2500,144276.52,5166.91,26827.42,NA,5500,NA,NA,1954.82,1970
743,H8NC07101,HORTON,Horton,DEM,NC,7,C,C00639773,KYLE HORTON FOR CONGRESS,957380.27,381970.83,23755,25495,41652.4,268856.77,19549.76,100497.4,23213.98,59408.21,3486.05,2625,NA,86381.88,NA,NA
744,H8NC07119,GARDNER,Gardner,DEM,NC,7,C,C00646976,JONAH GARDNER FOR CONGRESS,116.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,H8NC07127,PARKER,Parker,DEM,NC,7,C,C00671644,GRAYSON PARKER FOR CONGRESS,1969.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,H8NC08083,MCNEILL,Mcneill,DEM,NC,8,C,C00663849,COMMITTEE TO ELECT FRANK MCNEILL,710100.53,173041.37,NA,35100,NA,154860.77,NA,95592.93,8165.85,93368.05,62.8,NA,NA,40000,1651.37,NA
747,H8NC08117,TIEGEL,Tiegel,DEM,NC,8,C,C00665935,TIEGEL FOR CONGRESS,50167.89,2996.93,NA,NA,3500,NA,NA,26324.48,914.5,NA,NA,NA,1280,NA,NA,NA
748,H8NC09115,WARREN,Warren,DEM,NC,9,C,C00633388,MARIA COLLINS WARREN FOR CONGRESS,437.59,NA,NA,NA,NA,NA,NA,NA,82.13,NA,NA,NA,NA,NA,NA,NA
749,H8NC09123,MCCREADY,Mccready,DEM,NC,9,O,C00641381,MCCREADY FOR CONGRESS,6834934.5,8057906.98,209000,28819.98,16000,897457.5,NA,187456.61,20901.21,146851.91,93166.75,NA,NA,3656619,NA,1259.64
750,H8NC10071,ROBERTS,Roberts,REP,NC,10,C,C00636878,IRA ROBERTS FOR CONGRESS,4020.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,H8NC10089,QUEEN,Queen,DEM,NC,10,C,C00646406,QUEEN FOR CONGRESS,768.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,H8NC10097,BROWN,Brown,DEM,NC,10,NA,C00649806,COMMITTEE TO ELECT DAVID WILSON BROWN,123967.09,2492.91,NA,NA,NA,NA,303.88,15500,4032.24,1837.4,NA,860.21,1720,NA,NA,NA
753,H8NC10105,BLANKENSHIP,Blankenship,REP,NC,10,C,C00659854,BLANKENSHIP FOR CONGRESS,3509.75,149.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800,NA
754,H8NC10113,COLLIAS,Collias,REP,NC,10,C,C00668483,GINA COLLIAS FOR CONGRESS CAMPAIGN,49682.97,254.43,NA,NA,NA,NA,NA,250,400,NA,NA,5000,NA,NA,363.1,NA
755,H8NC11095,COFFAY,Coffay,DEM,NC,11,C,C00646448,MATT COFFAY FOR CONGRESS,51077.87,NA,NA,NA,NA,NA,712.26,30797.68,321,NA,NA,NA,NA,NA,NA,NA
756,H8NC11103,PRICE,Price,DEM,NC,11,C,C00649277,PRICE4WNC,226555.25,10506,NA,NA,800,NA,NA,3250,749.84,504.12,22022.82,NA,10506,NA,880,NA
757,H8NC11129,WOODSMALL,Woodsmall,DEM,NC,11,C,C00668558,WOODSMALL FOR CONGRESS 2018,14316.02,479.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,H8NC11160,DONALDSON,Donaldson,DEM,NC,11,C,C00656058,COMMITTEE TO ELECT SCOTT DONALDSON FOR CONGRESS,61378.95,1843.34,NA,NA,8000,NA,NA,23000,NA,420,NA,NA,NA,NA,525.85,NA
759,H8NC12101,BONHAM,Bonham,REP,NC,12,C,C00651760,PAUL BONHAM,4116.43,NA,NA,NA,NA,NA,NA,NA,389.6,NA,NA,NA,NA,NA,154,NA
760,H8NC12127,PERSSON,Persson,REP,NC,12,C,C00670851,CARL PERSSON FOR US CONGRESS,3503.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,H8NC13067,MANNING,Manning,DEM,NC,13,C,C00662577,KATHY MANNING FOR CONGRESS,4552110.42,5248361.94,156363.32,80421,34800,617859.24,NA,161477.02,13241.34,59604.8,39410.32,NA,107375,2432395,1668,NA
762,H8ND00096,ARMSTRONG,Armstrong,REP,ND,0,I,C00670547,ARMSTRONG FOR CONGRESS,1654844.22,NA,NA,132002.92,NA,157877.79,NA,389313.68,NA,957.68,35690.46,NA,NA,NA,NA,NA
763,H8ND00104,CAMPBELL,Campbell,REP,ND,0,O,C00653675,TOM CAMPBELL FOR NORTH DAKOTA,1409955.72,15200,NA,NA,28.95,21413.45,NA,858216.4,2275.3,132809.94,181.68,NA,NA,NA,48108.75,NA
764,H8ND00112,SCHNEIDER,Schneider,DEM,ND,0,O,C00673533,MAC SCHNEIDER FOR NORTH DAKOTA,869805.07,336454.21,500,5000,16910.7,185886.63,NA,159404.93,6551.41,10290.99,540.87,NA,NA,NA,3139.93,1382.57
765,H8ND01029,HANSON,Hanson,DEM,ND,0,O,C00653451,BEN HANSON FOR CONGRESS,202464.57,11139.36,NA,NA,NA,96870.7,5171.61,47449.92,7850,NA,612.79,NA,NA,3700,2625,NA
766,H8NE01081,MCCLURE,Mcclure,DEM,NE,1,C,C00647461,JESSICA MCCLURE FOR CONGRESS,70037.25,NA,NA,NA,NA,630,NA,500,224.14,NA,1224.38,NA,NA,NA,NA,NA
767,H8NE02220,EASTMAN,Eastman,DEM,NE,2,C,C00639310,EASTMAN FOR CONGRESS,2548774.59,1067020.75,27923.65,18100.23,100076.89,510353.52,3448.05,86601.52,19738.56,183564.19,16347.75,NA,8500.47,996699.47,136.7,NA
768,H8NE03087,PENNER,Penner,REP,NE,3,C,C00651539,PENNER FOR CONGRESS COMMITTEE,104014.18,21935.42,NA,NA,1178.87,NA,5001.12,NA,1817.95,NA,NA,NA,NA,6972,274.25,540.32
769,H8NE03095,THEOBALD,Theobald,DEM,NE,3,C,C00657718,THEOBALD FOR CONGRESS,71575.28,10000,NA,NA,NA,NA,589.25,20000,NA,306.99,NA,20000,NA,NA,NA,NA
770,H8NH01152,EDWARDS,Edwards,REP,NH,1,O,C00637397,EDWARDS FOR NEW HAMPSHIRE,1221724.18,5446.02,NA,NA,73621.61,NA,NA,432319.27,8454.68,138189.72,9558.65,7000,2500,NA,9828.38,NA
771,H8NH01160,SANBORN,Sanborn,REP,NH,1,O,C00647610,SANBORN FOR NEW HAMPSHIRE,890251.05,6537.71,32571.5,NA,1567.91,NA,11522.49,51298.38,7211.18,4267.82,35775.33,NA,NA,NA,NA,NA
772,H8NH01178,SOLDATI,Soldati,DEM,NH,1,O,C00658658,SOLDATI FOR CONGRESS,259372.32,300,NA,NA,204.75,145950.03,47.7,NA,2630.61,NA,NA,NA,300,NA,NA,NA
773,H8NH01186,SULLIVAN,Sullivan,DEM,NH,1,O,C00658724,MAURA SULLIVAN FOR CONGRESS,2189329.12,561940.61,NA,69211.92,27016.94,462350.13,NA,49611.05,1950,140967.62,460.53,NA,NA,NA,1287.15,NA
774,H8NH01194,O'ROURKE,O'Rourke,DEM,NH,1,O,C00658344,O'ROURKE FOR CONGRESS,15422.91,7291.5,NA,NA,2350.74,NA,15.99,NA,1711.7,NA,NA,NA,2191.5,NA,142.08,NA
775,H8NH01202,MESSMER,Messmer,DEM,NH,1,O,C00660431,MINDI FOR CONGRESS,149531.8,7195.18,NA,NA,19097.93,29823.61,4517.22,37485.96,473.73,NA,140,NA,NA,NA,NA,NA
776,H8NH01210,PAPPAS,Pappas,DEM,NH,1,I,C00660464,CHRIS PAPPAS FOR CONGRESS,2112368.9,106626.97,94600,20067.22,10378.49,305862.03,1926.86,13988.49,9202.32,36185.29,14709.91,NA,40000,61759.13,NA,1999.2
777,H8NH01228,MACKENZIE,Mackenzie,DEM,NH,1,O,C00660126,MARK MACKENZIE FOR CONGRESS,378787.32,766.83,NA,NA,11762.81,64663.13,251,66459,1217.23,50,1725.68,NA,NA,NA,4120,NA
778,H8NH01244,SANDERS,Sanders,DEM,NH,1,O,C00672113,SANDERS FOR CONGRESS,25618.9,3000,NA,NA,NA,NA,NA,1566.08,3,NA,4438.08,500,3000,NA,NA,NA
779,H8NH01251,MCEACHERN,Mceachern,DEM,NH,1,O,C00665364,DEAGLAN MCEACHERN FOR CONGRESS,260982.06,1650.54,NA,NA,16370.78,46847.25,NA,27862.6,8226.46,NA,5000,NA,NA,NA,139.97,NA
780,H8NH01277,CROCHETIERE,Crochetiere,REP,NH,1,O,C00677666,CROCHETIERE FOR CONGRESS,348211.9,13069.26,NA,NA,NA,109086.22,NA,42240.61,1692.88,NA,NA,NA,NA,NA,2598.2,NA
781,H8NH01285,ANDREWS,Andrews,DEM,NH,1,O,C00678532,NAOMI ANDREWS FOR CONGRESS,93761.22,NA,NA,NA,NA,NA,NA,NA,1861.83,10099.6,4830.68,NA,NA,NA,NA,NA
782,H8NH02267,LEVENSON,Levenson,REP,NH,2,C,C00667436,LEVENSON FOR CONGRESS,584573.95,184972.38,18100,14155.73,281.12,159202.79,NA,66633.12,8988.39,13458.98,NA,NA,NA,NA,1636.7,717
783,H8NH02275,NEGRON,Negron,REP,NH,2,NA,C00657981,FRIENDS OF STEVE NEGRON,519425.89,50454.6,NA,5500,6500,73479.31,NA,183834.81,6052,8912.72,5045.86,2000,1493.9,17004,2256,2120
784,H8NH02283,BLANKENBEKER,Blankenbeker,REP,NH,2,C,C00665109,LYNNE BLANKENBEKER FOR CONGRESS,147609.59,11552.1,NA,NA,12560,7000,4879.76,51612.5,945.01,NA,1776.55,NA,NA,NA,2000,NA
785,H8NH02309,BURNS,Burns,REP,NH,2,C,C00678615,BURNS FOR NH,40878.47,2308.4,NA,NA,NA,NA,NA,3500,821.35,NA,NA,NA,2308.4,NA,66.5,NA
786,H8NJ01259,DILKS,Dilks,REP,NJ,1,C,C00675017,FRIENDS OF PAUL DILKS,13574.83,6674.75,NA,NA,639.75,NA,497.25,NA,NA,NA,NA,NA,500,NA,NA,NA
787,H8NJ02141,YOUNGBLOOD,Youngblood,DEM,NJ,2,O,C00651521,YOUNGBLOOD FOR CONGRESS,139147.66,582.5,2500,NA,NA,56050.04,NA,41243.67,3931.53,49.4,3791.97,NA,NA,NA,NA,NA
788,H8NJ02166,VAN DREW,Van Drew,DEM,NJ,2,I,C00661868,VAN DREW FOR CONGRESS,1947508.79,55410.27,68500,NA,44107.54,232919.63,20241.27,130276.91,15282.99,17162.23,13954.67,NA,3336,NA,NA,NA
789,H8NJ02174,CUNNINGHAM,Cunningham,DEM,NJ,2,O,C00664904,FRIENDS OF WILLIAM CUNNINGHAM,75791.45,28152.33,NA,NA,1767.06,NA,1968.26,21883.15,2540.84,24737.49,2656.92,NA,1037,NA,NA,NA
790,H8NJ02182,FITZHERBERT,Fitzherbert,REP,NJ,2,O,C00666313,FITZHERBERT FOR CONGRESS,32677.69,7548.18,NA,NA,NA,1965.77,NA,NA,NA,NA,328.95,NA,NA,NA,204.07,NA
791,H8NJ02224,ZARYCH,Zarych,REP,NJ,2,O,C00667469,ZARYCH FOR CONGRESS,134987.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,H8NJ02232,GROSSMAN,Grossman,REP,NJ,2,O,C00676726,GROSSMAN FOR CONGRESS COMMITTEE,313728.01,37401.75,NA,NA,4689.24,15919.29,NA,9459,2119.34,547.45,625.33,2093.3,4466.65,NA,1501.6,NA
793,H8NJ02240,FIOCCHI,Fiocchi,REP,NJ,2,O,C00673111,FIOCCHI FOR CONGRESS,67329.29,1776.75,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,465,NA,NA,987.75
794,H8NJ02257,KLEINMAN,Kleinman,DEM,NJ,2,O,C00675561,NATE KLEINMAN FOR CONGRESS,96163.3,140313.2,NA,NA,NA,NA,NA,NA,NA,2235.95,NA,NA,NA,69328.65,NA,NA
795,H8NJ02273,TURKAVAGE,Turkavage,REP,NJ,2,O,C00679233,TURKAVAGE FOR CONGRESS,10703.35,1505.71,NA,NA,NA,NA,NA,NA,NA,3800,NA,NA,NA,NA,NA,NA
796,H8NJ03206,KIM,Kim,DEM,NJ,3,I,C00648220,ANDY KIM FOR CONGRESS,6471338.34,4767537.29,152709.33,7500,28755.03,470141.82,2466.78,200665.25,28451.22,73242.83,35697.16,NA,NA,NA,6000,NA
797,H8NJ04188,WELLE,Welle,DEM,NJ,4,C,C00658336,JOSH WELLE FOR CONGRESS,1995273.84,83977.32,30450,NA,15030.71,349714.1,4346.53,138045.84,18648.7,47257.22,7344.81,250,NA,28238.87,2850,NA
798,H8NJ04196,STOLER,Stoler,REP,NJ,4,C,C00666362,"FELICIA STOLER FOR CONGRESS, INC.",22019.59,1305.2,NA,NA,NA,NA,NA,6000,625,157.15,85.43,539.06,NA,NA,201.28,NA
799,H8NJ05110,LONEGAN,Lonegan,REP,NJ,5,C,C00653410,"LONEGAN FOR CONGRESS, INC.",1577028.42,154214.94,7500,4500,207386.79,NA,NA,198925.98,1564.4,122853.24,3269.29,NA,19700.4,113314.14,809.4,NA
800,H8NJ05128,SARNOSKI,Sarnoski,REP,NJ,5,C,C00637058,SARNOSKI FOR CONGRESS,60818.36,NA,NA,NA,42937,NA,NA,23481.02,NA,NA,NA,NA,NA,NA,248.26,NA
801,H8NJ05136,MCCANN,Mccann,REP,NJ,5,C,C00661637,JOHN MCCANN FOR CONGRESS 2018,936887.06,511998.8,21600,10500,18884.11,NA,4504.52,131904.22,34843.93,96850.71,4896.4,27300,45300,143200,25353.65,NA
802,H8NJ07173,WEBER,Weber,DEM,NJ,7,C,C00637090,LINDA WEBER FOR CONGRESS,381350.34,32448.83,NA,1500,2666.66,105335.76,NA,106081.64,700,143.75,2672.03,2000,NA,NA,NA,NA
803,H8NJ07181,SALMON,Salmon,DEM,NJ,7,C,C00637728,SCOTT SALMON FOR CONGRESS,57253.53,738.94,NA,NA,NA,15225,NA,11291.04,1100,441,243.69,NA,NA,NA,NA,NA
804,H8NJ07199,MANDELBLATT,Mandelblatt,DEM,NJ,7,C,C00639252,LISA MANDELBLATT FOR CONGRESS,747211.6,NA,NA,7500,25700,269444.17,6691.49,129734.32,3652.27,581.1,5770.45,NA,NA,NA,12590,NA
805,H8NJ07207,BROWN,Brown,REP,NJ,7,C,C00654954,LINDSAY BROWN FOR CONGRESS 2018,7287.5,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA
806,H8NJ07215,JOIS,Jois,DEM,NJ,7,C,C00655043,JOIS FOR CONGRESS INC,496092.88,91326.08,20800,NA,NA,NA,NA,82195.71,NA,60183.55,254.2,NA,NA,NA,NA,NA
807,H8NJ07223,MALINOWSKI,Malinowski,DEM,NJ,7,I,C00656686,TOM MALINOWSKI FOR CONGRESS,6499315.56,5058474.61,NA,215658.98,60377.2,550302.31,NA,128301.32,17228.33,110285.44,14068.47,NA,NA,NA,7129.48,NA
808,H8NJ07231,PRINGLE,Pringle,DEM,NJ,7,C,C00663880,PRINGLE FOR CONGRESS,54207.49,NA,NA,NA,9148.3,13010.31,NA,35058.86,58.83,NA,756.26,NA,NA,NA,NA,NA
809,H8NJ08080,MUNIZ,Muniz,REP,NJ,8,C,C00680611,JOHN MUNIZ FOR CONGRESS,5494.99,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,H8NJ10110,PEZZULLO,Pezzullo,REP,NJ,6,C,C00680249,RICH PEZZULLO FOR CONGRESS,48695.91,4940,NA,NA,450,13785.11,2000,NA,2449.69,22.16,NA,NA,4940,NA,NA,NA
811,H8NJ11142,SHERRILL,Sherrill,DEM,NJ,11,I,C00640003,MIKIE SHERRILL FOR CONGRESS,8563275.17,4721315.45,NA,63443.14,116809.84,1018049.71,NA,439378.28,79590.91,48630.55,19985.93,91957.36,NA,NA,NA,NA
812,H8NJ11159,HEWITT,Hewitt,REP,NJ,11,O,C00646810,HEWITT FOR CONGRESS 2018,22789.36,8170,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,8170,2710,NA
813,H8NJ11167,BARTLETT,Bartlett,DEM,NJ,11,O,C00649673,JOHN BARLETT FOR CONGRESS,110262.45,NA,NA,NA,NA,53128.83,3804.86,17869.92,NA,456.55,357.67,NA,NA,NA,4021.88,NA
814,H8NJ11175,HARRIS,Harris,DEM,NJ,11,O,C00652800,TAMARA FOR NJ,1300668.33,331100,92200,6000,18000,185072.25,NA,347723.75,14672.07,163767.21,22920.33,NA,1.00E+05,1.00E+05,12448,NA
815,H8NJ11191,COBERT,Cobert,DEM,NJ,11,O,C00660217,COBERT FOR CONGRESS,154116.31,NA,NA,NA,35000,73430.56,14286.86,55527.5,1000,NA,NA,NA,NA,NA,418.1,NA
816,H8NJ11217,WEBBER,Webber,REP,NJ,11,O,C00669069,WEBBER FOR CONGRESS,1644074.1,30294,80250,16500,80976.16,194834.93,NA,37574.51,8076.97,114125.91,NA,NA,NA,NA,NA,NA
817,H8NJ11225,ALLOCCO,Allocco,REP,NJ,11,O,C00675900,ALLOCCO FOR CONGRESS,16713.32,8261.69,NA,NA,1582.81,NA,NA,527.18,NA,NA,711.31,3000,NA,NA,1650,NA
818,H8NJ11233,GHEE,Ghee,REP,NJ,11,O,C00672246,ANTONY GHEE FOR CONGRESS INC,109913.89,2235,NA,NA,1413.04,NA,NA,3390,3000,28277.56,NA,NA,NA,NA,NA,NA
819,H8NJ11241,DE NEUFVILLE,De Neufville,REP,NJ,11,O,C00675215,"PETER DE NEUFVILLE FOR CONGRESS, INC.",1297102.99,2514.87,NA,NA,23200,11748,NA,230235.61,2050,391574.28,18240.11,NA,NA,NA,3000,NA
820,H8NJ12108,KIPNIS,Kipnis,REP,NJ,12,C,C00684324,KIPNIS FOR CONGRESS,22812.33,NA,NA,NA,6771.27,300,NA,1933.31,343.46,NA,NA,NA,NA,NA,NA,NA
821,H8NM01323,SEDILLO LOPEZ,Sedillo Lopez,DEM,NM,1,O,C00637272,ANTOINETTE SEDILLO LOPEZ FOR CONGRESS,1410052.75,NA,NA,7500,2949.64,313645,133296.52,256562.18,647.1,1287,1904.42,NA,NA,NA,NA,NA
822,H8NM01331,HAALAND,Haaland,DEM,NM,1,I,C00639054,DEB HAALAND FOR CONGRESS,2443599.14,1504688,79350,750,84781.57,471041.05,NA,247420.8,14366.61,10123.96,112998.18,NA,NA,707573.6,214.21,NA
823,H8NM01349,DINGE,Dinge,DEM,NM,1,O,C00639583,DINGE FOR CONGRESS,44801.53,4.97,NA,NA,1462.22,23778.21,975.42,7962.22,NA,200,1265.79,NA,NA,NA,2312.8,NA
824,H8NM01356,ABRAMS,Abrams,DEM,NM,1,O,C00640540,JOHN ABRAMS FOR CONGRESS,-63.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,H8NM01364,LARA,Lara,DEM,NM,1,O,C00646612,LARA FOR A BETTER NEW MEXICO,531899.24,147115.07,11450,9090.49,9213,122775.78,NA,92220.38,5420.87,21290.53,979.57,NA,NA,NA,269.13,NA
826,H8NM01372,ARNOLD-JONES,Arnold-Jones,REP,NM,1,O,C00649848,JANICE ARNOLD-JONES FOR CONGRESS 2018,311218.82,NA,NA,NA,NA,NA,NA,86029.62,110,4597.23,6330.88,NA,NA,NA,NA,NA
827,H8NM01380,MARTINEZ,Martinez,DEM,NM,1,O,C00649756,DAMON MARTINEZ FOR CONGRESS,756919.37,25103.58,NA,42806.38,3500,126503.96,NA,12143.05,13224.53,2190.89,3382.68,NA,NA,NA,2902.09,NA
828,H8NM01406,DAVIS,Davis,DEM,NM,1,O,C00636761,PAT FOR NEW MEXICO,377333.91,680.22,9500,NA,5950,62586,NA,67512.49,2354.55,2644.33,3100.99,415,657,NA,1400.59,NA
829,H8NM01414,CHAVEZ,Chavez,DEM,NM,1,O,C00650838,ANNIE CHAVEZ FOR CONGRESS,20441.22,NA,1000,NA,2369.9,NA,NA,13500,NA,NA,NA,NA,NA,NA,1805,NA
830,H8NM01430,MOYA,Moya,DEM,NM,1,O,C00660449,PAUL MOYA FOR CONGRESS,212590.49,71324.79,NA,NA,NA,13658.9,NA,14375,715,2749,NA,NA,NA,NA,11499.92,NA
831,H8NM01455,HEITNER,Heitner,DEM,NM,1,O,C00668590,HEITNER FOR CONGRESS,4276.48,NA,NA,NA,NA,1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,H8NM02073,NEWMAN,Newman,REP,NM,2,O,C00654574,NEWMAN FOR CONGRESS,909599.06,NA,NA,46250,NA,NA,NA,245271.52,NA,644.07,16045.65,NA,NA,NA,NA,NA
833,H8NM02115,HILDEBRANDT,Hildebrandt,DEM,NM,2,O,C00634683,HILDEBRANDT FOR NEW MEXICO,325110.49,72595.42,NA,NA,NA,NA,NA,47881.66,1942.49,100,15834.09,NA,NA,NA,2800,NA
834,H8NM02131,BAAKE,Baake,DEM,NM,2,O,C00648683,BAAKE FOR NEW MEXICO,80819.07,5953.05,NA,NA,23376.81,NA,900,36076.06,1338.78,658.78,8515.2,NA,NA,4100,5800,NA
835,H8NM02149,MARTINEZ,Martinez,DEM,NM,2,O,C00650382,PEOPLE FOR TONY,37842.94,257,NA,NA,3000,8252.62,NA,9135.84,650,1761.5,NA,NA,NA,NA,NA,NA
836,H8NM02156,HERRELL,Herrell,REP,NM,2,C,C00655571,YVETTE4CONGRESS,1340567.45,108836.05,17500,8743,52656.07,5000,NA,159960.31,NA,27354.36,1985.35,NA,NA,NA,NA,NA
837,H8NM02164,ZUBIA,Zubia,DEM,NM,2,O,C00650770,ZUBIA FOR CONGRESS,23006.91,NA,NA,NA,NA,NA,NA,1000,3207.16,NA,NA,NA,NA,NA,NA,NA
838,H8NM02172,VOLPATO,Volpato,REP,NM,2,O,C00656066,THE COMMITTEE TO ELECT JACK VOLPATO,79902.3,7943.04,NA,NA,2878.62,NA,NA,32820,6942.75,NA,NA,NA,NA,NA,NA,NA
